MasterID,COMID,yr,csci_sampledate,Constraint_class,County,SMC_region,Regional_board,pChem,pHab,pOverall,biological_condition,stress_condition,SQI,ASCI,blc,bs,Cond,CSCI,Ev_FlowHab,H_AqHab,H_SubNat,hy,CRAM,IPI,PCT_SAFN,ps,TN,TP,XCMG,lon,lat,ASCI_ptile,blc_ptile,bs_ptile,Cond_ptile,CRAM_ptile,CSCI_ptile,Ev_FlowHab_ptile,H_AqHab_ptile,H_SubNat_ptile,hy_ptile,IPI_ptile,PCT_SAFN_ptile,ps_ptile,TN_ptile,TP_ptile,XCMG_ptile
801MFC100,22558644,2015,7/8/2015,possibly constrained,San Bernardino,Upper Santa Ana,Santa Ana,0.079476556,2.22E-16,0.079476556,Healthy,Low stress,Healthy and unstressed,1.01,93.3,86.1,139.7,1.09,0.62,1.54,1.44,91.7,90,0.74,77,87.5,0.04,0.01,98,-116.93895,34.22644,0.860162602,0.769105691,0.933333333,0.037398374,0.959349593,0.926829268,0.518699187,0.661788618,0.42601626,0.887804878,0.256910569,0.894308943,0.86504065,0.104065041,0.198373984,0.497560976
405CE0280,22524653,2015,7/6/2015,likely unconstrained,Los Angeles,San Gabriel,Los Angeles,0.091488699,2.22E-16,0.091488699,Impacted for CSCI,Low stress,Impacted by unknown stress,1.22,100,72.2,426.5,0.71,0.33,1.65,1.73,83.3,86,0.74,25,87.5,0.09,0,41,-117.74981,34.23041,0.993495935,1,0.710569106,0.201626016,0.891056911,0.42601626,0.191869919,0.808130081,0.73495935,0.821138211,0.256910569,0.391869919,0.86504065,0.149593496,0.100813008,0.222764228
801MLC069,22557786,2015,7/6/2015,possibly unconstrained,San Bernardino,Middle Santa Ana,Santa Ana,0.149599473,2.22E-16,0.149599473,Healthy,Low stress,Healthy and unstressed,0.94,93.3,75,276.5,1.05,0.52,1.35,1.5,91.7,84,0.91,21,75,0.29,0.01,85,-117.51276,34.2481,0.790243902,0.769105691,0.754471545,0.102439024,0.834146341,0.891056911,0.369105691,0.430894309,0.494308943,0.887804878,0.484552846,0.341463415,0.780487805,0.359349593,0.198373984,0.411382114
404M07346,20366125,2015,7/1/2015,likely constrained,Los Angeles,Santa Monica Bay,Los Angeles,0.999875606,2.22E-16,0.999875606,Impacted for CSCI and ASCI,Stressed by chemistry degradation,Impacted and stressed,0.81,90.3,55.6,3116,0.65,0.82,1.8,1.68,50,61,1.06,23,50,0.77,0.47,108,-118.39639,33.8024,0.640650407,0.559349593,0.344715447,0.912195122,0.250406504,0.349593496,0.832520325,0.933333333,0.682926829,0.206504065,0.793495935,0.359349593,0.37398374,0.575609756,0.910569106,0.564227642
801LYC062,0,2015,7/1/2015,NA,San Bernardino,Middle Santa Ana,Santa Ana,0.564752187,2.22E-16,0.564752187,Healthy,Low stress,Healthy and unstressed,1.12,90.3,36.1,306.8,0.87,0.97,0.72,1.59,75,63,0.85,25,50,0.5,0.09,51,-117.45844,34.21257,0.951219512,0.559349593,0.182113821,0.12195122,0.282926829,0.653658537,0.956097561,0.146341463,0.585365854,0.647154472,0.385365854,0.391869919,0.37398374,0.482926829,0.630894309,0.256910569
801MLC057,22557766,2015,7/1/2015,likely unconstrained,San Bernardino,Middle Santa Ana,Santa Ana,0.138752959,2.22E-16,0.138752959,Impacted for CSCI,Low stress,Impacted by unknown stress,0.89,100,52.8,248.2,0.78,0.55,1.36,1.12,91.7,80,0.97,1,75,0.21,0.01,94,-117.54376,34.25033,0.738211382,1,0.299186992,0.091056911,0.723577236,0.530081301,0.404878049,0.443902439,0.26504065,0.887804878,0.629268293,0.061788618,0.780487805,0.274796748,0.198373984,0.46504065
801M12611,22560942,2015,7/1/2015,likely constrained,Orange,Lower Santa Ana,Santa Ana,0.937692146,2.22E-16,0.937692146,Impacted for CSCI and ASCI,Stressed by chemistry degradation,Impacted and stressed,0.47,50,30.6,2228.5,0.46,0.42,1.33,1.46,41.7,40,0.71,34,37.5,0.8,0,12,-117.86822,33.80456,0.149593496,0.102439024,0.128455285,0.824390244,0.13495935,0.13495935,0.263414634,0.403252033,0.447154472,0.113821138,0.22601626,0.512195122,0.196747967,0.582113821,0.100813008,0.141463415
405M10598,22524751,2015,6/30/2015,likely constrained,Los Angeles,San Gabriel,Los Angeles,0.95050929,0.999744469,0.999987354,Impacted for CSCI and ASCI,Stressed by chemistry and habitat degradation,Impacted and stressed,0.51,50,25,832,0.38,0.73,0.26,0,33.3,33,0.21,0,25,4.41,0.16,0,-117.77146,34.06991,0.203252033,0.102439024,0.108943089,0.359349593,0.058536585,0.05203252,0.708943089,0.068292683,0.069918699,0.089430894,0.061788618,0.040650407,0.144715447,0.85203252,0.762601626,0.040650407
405M10599,22524955,2015,6/30/2015,likely constrained,Los Angeles,San Gabriel,Los Angeles,0.956069927,0.983468033,0.999273749,Impacted for CSCI and ASCI,Stressed by chemistry and habitat degradation,Impacted and stressed,0.8,62.5,33.3,960,0.31,0.5,0.24,0,33.3,39,0.17,0,25,2.12,0.17,3,-118.04896,33.95045,0.627642276,0.16097561,0.164227642,0.421138211,0.131707317,0.02601626,0.346341463,0.06504065,0.069918699,0.089430894,0.053658537,0.040650407,0.144715447,0.744715447,0.770731707,0.069918699
SMC01384,20365093,2015,6/30/2015,possibly constrained,Los Angeles,Santa Monica Bay,Los Angeles,0.999617016,2.22E-16,0.999617016,Impacted for CSCI and ASCI,Stressed by chemistry degradation,Impacted and stressed,0.76,96.5,77.8,2058,0.78,0.48,1.53,2.13,58.3,80,1.11,28,87.5,2.8,1.2,189,-118.70091,34.0646,0.565853659,0.8,0.790243902,0.801626016,0.723577236,0.530081301,0.323577236,0.645528455,1,0.317073171,0.905691057,0.429268293,0.86504065,0.795121951,0.949593496,0.959349593
SMC01640,20364725,2015,6/30/2015,likely constrained,Los Angeles,Santa Monica Bay,Los Angeles,0.999920112,0.003395742,0.999920383,Impacted for CSCI and ASCI,Stressed by chemistry degradation,Impacted and stressed,0.69,25,25,3144,0.41,0,0.83,0,33.3,27,0.11,0,25,4.5,0.36,10,-118.69679,34.15335,0.460162602,0.050406504,0.108943089,0.917073171,0.01300813,0.07804878,0.084552846,0.167479675,0.069918699,0.089430894,0.029268293,0.040650407,0.144715447,0.853658537,0.886178862,0.130081301
801M15376,22557906,2015,6/30/2015,likely constrained,San Bernardino,Middle Santa Ana,Santa Ana,0.842474653,0.999744469,0.999959747,Impacted for CSCI and ASCI,Stressed by habitat degradation,Impacted and stressed,0.73,25,25,588,0.27,0,0,0,33.3,27,0.02,0,25,1.47,0.12,0,-117.54148,34.082,0.518699187,0.050406504,0.108943089,0.263414634,0.01300813,0.011382114,0.084552846,0.045528455,0.069918699,0.089430894,0.004878049,0.040650407,0.144715447,0.679674797,0.707317073,0.040650407
402M00009,17586774,2015,6/29/2015,likely unconstrained,Ventura,Ventura,Los Angeles,0.287634449,2.22E-16,0.287634449,Impacted for CSCI,Low stress,Impacted by unknown stress,1.03,100,88.9,754,0.29,0.16,1.54,2.03,91.7,95,0.95,24,100,0,0.01,134,-119.37505,34.41824,0.879674797,1,0.938211382,0.32195122,0.995121951,0.016260163,0.120325203,0.661788618,0.993495935,0.887804878,0.557723577,0.375609756,1,0.082926829,0.198373984,0.751219512
403M01505,17574589,2015,6/29/2015,possibly unconstrained,Ventura,Santa Clara,Los Angeles,0.714124725,2.22E-16,0.714124725,Impacted for CSCI,Low stress,Impacted by unknown stress,1.05,75,58.3,1324,0.65,0.81,1.47,1.61,83.3,67,0.96,53,50,0.29,0.01,55,-118.92546,34.41709,0.892682927,0.302439024,0.422764228,0.596747967,0.38699187,0.349593496,0.822764228,0.569105691,0.608130081,0.821138211,0.590243902,0.739837398,0.37398374,0.359349593,0.198373984,0.269918699
403M05757,17570253,2015,6/29/2015,possibly unconstrained,Los Angeles,Santa Clara,Los Angeles,0.446266452,2.22E-16,0.446266452,Healthy,Low stress,Healthy and unstressed,1.11,93.3,61.1,581,1.08,0.7,1.42,1.84,75,67,0.82,48,37.5,0,0.05,52,-118.43467,34.54518,0.943089431,0.769105691,0.481300813,0.260162602,0.38699187,0.918699187,0.660162602,0.508943089,0.874796748,0.647154472,0.339837398,0.673170732,0.196747967,0.082926829,0.512195122,0.260162602
403M05758,17574585,2015,6/29/2015,possibly constrained,Los Angeles,Santa Clara,Los Angeles,0.994981593,2.22E-16,0.994981593,Impacted for ASCI,Stressed by chemistry degradation,Impacted and stressed,0.27,90.3,72.2,1241,0.8,0.72,1.54,1.48,66.7,76,1.13,50,75,2.8,0.69,224,-118.61254,34.43484,0.01300813,0.559349593,0.710569106,0.556097561,0.616260163,0.56097561,0.692682927,0.661788618,0.469918699,0.375609756,0.931707317,0.708943089,0.780487805,0.795121951,0.92195122,0.996747967
902M20161,22549101,2015,6/25/2015,possibly unconstrained,San Diego,Northern San Diego,San Diego,0.999943681,2.22E-16,0.999943681,Impacted for CSCI and ASCI,Stressed by chemistry degradation,Impacted and stressed,0.6,25,25,3321,0.46,0.11,0.51,1.08,50,31,0.28,82,25,79,0.11,12,-117.14103,33.4187,0.331707317,0.050406504,0.108943089,0.926829268,0.045528455,0.13495935,0.107317073,0.104065041,0.250406504,0.206504065,0.089430894,0.923577236,0.144715447,0.998373984,0.674796748,0.141463415
801MIC034,22558944,2015,6/25/2015,possibly unconstrained,San Bernardino,Upper Santa Ana,Santa Ana,0.55278631,2.22E-16,0.55278631,Impacted for CSCI,Low stress,Impacted by unknown stress,1.09,90.3,25,236,0.65,0.05,1.28,1.05,75,63,0.5,55,62.5,0.18,0.13,33,-116.92669,34.08909,0.93495935,0.559349593,0.108943089,0.081300813,0.282926829,0.349593496,0.095934959,0.365853659,0.237398374,0.647154472,0.149593496,0.754471545,0.482926829,0.248780488,0.72195122,0.206504065
407M01516,17587628,2015,6/24/2015,likely constrained,Ventura,Santa Clara,Los Angeles,0.999999981,1.85E-10,0.999999981,Impacted for CSCI and ASCI,Stressed by chemistry degradation,Impacted and stressed,0.63,66.5,25,7188,0.44,0.88,0.43,1.21,33.3,37,0.38,7,25,15,0.05,7,-119.25498,34.25539,0.382113821,0.198373984,0.108943089,0.996747967,0.104065041,0.110569106,0.904065041,0.089430894,0.297560976,0.089430894,0.113821138,0.130081301,0.144715447,0.983739837,0.512195122,0.108943089
903M20153,20342487,2015,6/24/2015,possibly constrained,San Diego,Northern San Diego,San Diego,0.998307002,2.22E-16,0.998307002,Impacted for ASCI,Stressed by chemistry degradation,Impacted and stressed,0.66,48.9,58.3,1947,0.95,0.46,1.85,1.41,66.7,50,0.91,72,25,23.15,0.17,126,-117.10161,33.31876,0.41300813,0.094308943,0.422764228,0.778861789,0.172357724,0.769105691,0.299186992,0.962601626,0.403252033,0.375609756,0.484552846,0.876422764,0.144715447,0.98699187,0.770731707,0.692682927
906M23302,20331478,2015,6/23/2015,likely constrained,San Diego,Mission Bay and San Diego River,San Diego,0.99999996,2.22E-16,0.99999996,Impacted for CSCI and ASCI,Stressed by chemistry degradation,Impacted and stressed,0.49,86.4,47.2,6936,0.61,0.27,1.76,1.66,50,55,1,22,37.5,0.38,0.17,142,-117.19986,32.81736,0.17398374,0.456910569,0.242276423,0.995121951,0.198373984,0.292682927,0.159349593,0.905691057,0.660162602,0.206504065,0.682926829,0.351219512,0.196747967,0.419512195,0.770731707,0.801626016
904WE1125,20341953,2015,6/22/2015,possibly constrained,San Diego,Central San Diego,San Diego,0.991996362,2.22E-16,0.991996362,Impacted for ASCI,Stressed by chemistry degradation,Impacted and stressed,0.44,90.3,69.4,1898,0.79,0.53,1.64,1.61,58.3,67,1.11,43,50,4.9,0.07,170,-117.12876,33.09896,0.110569106,0.559349593,0.650406504,0.767479675,0.38699187,0.544715447,0.382113821,0.791869919,0.608130081,0.317073171,0.905691057,0.629268293,0.37398374,0.861788618,0.567479675,0.920325203
909WE0662,20332896,2015,6/22/2015,likely unconstrained,San Diego,Southern San Diego,San Diego,0.766530351,2.22E-16,0.766530351,Impacted for CSCI,Low stress,Impacted by unknown stress,1.05,100,69.4,501,0.68,0,1.59,1.56,83.3,82,1.03,33,75,1.6,0.09,169,-116.58789,32.89957,0.892682927,1,0.650406504,0.227642276,0.778861789,0.388617886,0.084552846,0.733333333,0.549593496,0.821138211,0.726829268,0.500813008,0.780487805,0.691056911,0.630894309,0.913821138
403M01506,17575737,2015,6/17/2015,possibly constrained,Ventura,Santa Clara,Los Angeles,0.947516765,2.22E-16,0.947516765,Impacted for CSCI,Stressed by chemistry degradation,Impacted and stressed,1.09,82.9,47.2,1687,0.74,0.99,1.56,1.52,66.7,65,0.97,49,62.5,0.37,0.04,38,-118.79347,34.39739,0.93495935,0.396747967,0.242276423,0.720325203,0.326829268,0.468292683,0.983739837,0.684552846,0.508943089,0.375609756,0.629268293,0.689430894,0.482926829,0.41300813,0.458536585,0.211382114
902WE0888,22548347,2015,6/16/2015,possibly constrained,San Diego,Northern San Diego,San Diego,0.992992115,2.22E-16,0.992992115,Impacted for ASCI,Stressed by chemistry degradation,Impacted and stressed,0.6,85.4,69.4,1914,0.85,0.33,1.41,1.44,66.7,71,0.95,72,62.5,3.98,0.09,191,-117.30182,33.45407,0.331707317,0.429268293,0.650406504,0.770731707,0.473170732,0.634146341,0.191869919,0.495934959,0.42601626,0.375609756,0.557723577,0.876422764,0.482926829,0.840650407,0.630894309,0.965853659
SMC16169,22561262,2015,6/16/2015,possibly unconstrained,Orange,Lower Santa Ana,Santa Ana,0.730905543,2.22E-16,0.730905543,Impacted for ASCI,Low stress,Impacted by unknown stress,0.77,86.4,75,1879.5,0.8,0.24,1.51,1.93,83.3,80,1.08,10,75,0,0,182,-117.59351,33.74655,0.578861789,0.456910569,0.754471545,0.764227642,0.723577236,0.56097561,0.149593496,0.621138211,0.943089431,0.821138211,0.840650407,0.178861789,0.780487805,0.082926829,0.100813008,0.94796748
408M03005,17563950,2015,6/15/2015,possibly constrained,Ventura,Calleguas,Los Angeles,0.964912089,4.69E-11,0.964912089,Impacted for CSCI and ASCI,Stressed by chemistry degradation,Impacted and stressed,0.62,67.7,25,1942,0.69,0.29,0.69,0,25,36,0.19,11,25,0.56,0.03,0,-118.74203,34.27001,0.367479675,0.245528455,0.108943089,0.777235772,0.087804878,0.4,0.172357724,0.141463415,0.069918699,0.004878049,0.056910569,0.198373984,0.144715447,0.502439024,0.385365854,0.040650407
408M03015,17564096,2015,6/15/2015,likely constrained,Ventura,Calleguas,Los Angeles,0.993573956,6.87E-06,0.993574,Impacted for CSCI and ASCI,Stressed by chemistry degradation,Impacted and stressed,0.53,67.7,25,2518,0.65,0.69,0.49,0.67,58.3,50,0.34,5,50,0.97,0.03,2,-118.88115,34.20947,0.234146341,0.245528455,0.108943089,0.858536585,0.172357724,0.349593496,0.643902439,0.102439024,0.138211382,0.317073171,0.105691057,0.105691057,0.37398374,0.606504065,0.385365854,0.066666667
402M00005,17585758,2015,6/11/2015,likely unconstrained,Ventura,Ventura,Los Angeles,0.449574906,2.22E-16,0.449574906,Healthy,Low stress,Healthy and unstressed,0.92,100,77.8,1210,0.91,0.75,1.21,1.85,91.7,89,1,16,87.5,0,0,69,-119.40097,34.51364,0.769105691,1,0.790243902,0.539837398,0.949593496,0.710569106,0.746341463,0.320325203,0.887804878,0.887804878,0.682926829,0.281300813,0.86504065,0.082926829,0.100813008,0.333333333
403CE0156,17572919,2015,6/11/2015,possibly unconstrained,Ventura,Santa Clara,Los Angeles,0.999063399,2.22E-16,0.999063399,Impacted for CSCI and ASCI,Stressed by chemistry degradation,Impacted and stressed,0.69,80.6,61.1,1855,0.43,0.6,0.87,0.61,75,73,0.74,99,75,3.16,0.79,146,-119.05968,34.37746,0.460162602,0.383739837,0.481300813,0.759349593,0.528455285,0.092682927,0.481300813,0.180487805,0.128455285,0.647154472,0.256910569,0.995121951,0.780487805,0.811382114,0.926829268,0.817886179
403CE0188,17573663,2015,6/10/2015,possibly constrained,Ventura,Santa Clara,Los Angeles,0.446592672,2.22E-16,0.446592672,Healthy,Low stress,Healthy and unstressed,0.99,25,61.1,214,0.84,0.83,0.98,0.6,41.7,44,0.74,97,50,5.48,0.02,110,-119.04752,34.35646,0.835772358,0.050406504,0.481300813,0.069918699,0.149593496,0.62601626,0.845528455,0.209756098,0.126829268,0.113821138,0.256910569,0.980487805,0.37398374,0.87804878,0.302439024,0.578861789
403WE0535,17574539,2015,6/10/2015,possibly unconstrained,Ventura,Santa Clara,Los Angeles,0.795591128,2.22E-16,0.795591128,Healthy,Low stress,Healthy and unstressed,0.88,90.3,77.8,1301,0.83,0.62,1.66,1.69,58.3,78,1.1,47,87.5,0.22,0.02,121,-118.75907,34.43957,0.730081301,0.559349593,0.790243902,0.582113821,0.669918699,0.604878049,0.518699187,0.82601626,0.692682927,0.317073171,0.884552846,0.663414634,0.86504065,0.286178862,0.302439024,0.65203252
403WE0682,17569981,2015,6/9/2015,possibly unconstrained,Los Angeles,Santa Clara,Los Angeles,0.410900953,2.22E-16,0.410900953,Impacted for ASCI,Low stress,Impacted by unknown stress,0.62,90.3,66.7,373,1,0.34,1.22,1.49,58.3,73,0.91,56,75,0.17,0.05,161,-118.38974,34.57066,0.367479675,0.559349593,0.567479675,0.165853659,0.528455285,0.834146341,0.195121951,0.328455285,0.482926829,0.317073171,0.484552846,0.765853659,0.780487805,0.237398374,0.512195122,0.889430894
403WE1021,17569571,2015,6/9/2015,possibly unconstrained,Los Angeles,Santa Clara,Los Angeles,0.799134766,2.22E-16,0.799134766,Impacted for ASCI,Low stress,Impacted by unknown stress,0.66,93.3,61.1,1286,0.95,0.82,1.82,1.42,75,79,0.96,54,87.5,0.07,0.04,92,-118.52977,34.63193,0.41300813,0.769105691,0.481300813,0.577235772,0.687804878,0.769105691,0.832520325,0.941463415,0.411382114,0.647154472,0.590243902,0.746341463,0.86504065,0.131707317,0.458536585,0.445528455
905WE1018,20329672,2015,6/9/2015,possibly unconstrained,San Diego,Central San Diego,San Diego,0.587417946,2.22E-16,0.587417946,Impacted for CSCI and ASCI,Low stress,Impacted by unknown stress,0.78,100,66.7,389,0.7,0.5,1.6,1.83,83.3,78,1.09,51,62.5,0.35,0.09,165,-116.68157,33.12423,0.601626016,1,0.567479675,0.183739837,0.669918699,0.408130081,0.346341463,0.744715447,0.861788618,0.821138211,0.86504065,0.720325203,0.482926829,0.406504065,0.630894309,0.900813008
403WE0534,17569679,2015,6/8/2015,possibly unconstrained,Los Angeles,Santa Clara,Los Angeles,0.548907788,2.22E-16,0.548907788,Impacted for ASCI,Low stress,Impacted by unknown stress,0.73,93.3,63.9,799,0.95,0.59,1.58,1.71,75,80,1.15,26,87.5,0.34,0.02,161,-118.77983,34.61359,0.518699187,0.769105691,0.499186992,0.339837398,0.723577236,0.769105691,0.468292683,0.717073171,0.712195122,0.647154472,0.962601626,0.401626016,0.86504065,0.4,0.302439024,0.889430894
404R4S089,20366115,2015,5/28/2015,likely constrained,Los Angeles,Santa Monica Bay,Los Angeles,0.999490713,0.78499912,0.999890503,Impacted for CSCI,Stressed by chemistry degradation,Impacted and stressed,0.87,25,25,3067.7,0.32,0.05,0.69,0,33.3,27,0.14,0,25,2.15,0.09,5,-118.41426,33.98426,0.717073171,0.050406504,0.108943089,0.904065041,0.01300813,0.029268293,0.095934959,0.141463415,0.069918699,0.089430894,0.03902439,0.040650407,0.144715447,0.746341463,0.630894309,0.094308943
404R4S070,20365129,2015,5/27/2015,possibly unconstrained,Los Angeles,Santa Monica Bay,Los Angeles,0.852898171,2.22E-16,0.852898171,Healthy,Low stress,Healthy and unstressed,1.13,86.4,66.7,1375,0.89,0.76,1.66,1.5,83.3,78,1.05,44,75,0.08,0.04,155,-118.89747,34.042,0.954471545,0.456910569,0.567479675,0.619512195,0.669918699,0.676422764,0.759349593,0.82601626,0.494308943,0.821138211,0.767479675,0.63902439,0.780487805,0.143089431,0.458536585,0.855284553
SMC11581,22563070,2015,5/13/2015,likely constrained,Riverside,Middle Santa Ana,Santa Ana,0.912528312,0.999744469,0.999977648,Impacted for CSCI and ASCI,Stressed by chemistry and habitat degradation,Impacted and stressed,0.8,25,25,814,0.5,0.81,0,0,33.3,27,0.29,0,25,5.9,0.08,0,-117.60611,33.95246,0.627642276,0.050406504,0.108943089,0.349593496,0.01300813,0.165853659,0.822764228,0.045528455,0.069918699,0.089430894,0.092682927,0.040650407,0.144715447,0.889430894,0.596747967,0.040650407
403M05771,17572225,2015,4/30/2015,possibly constrained,Los Angeles,Santa Clara,Los Angeles,0.685177109,2.22E-16,0.685177109,Impacted for ASCI,Low stress,Impacted by unknown stress,0.64,92,77.8,880,0.9,0.78,1.44,1.55,66.7,75,1.14,44,62.5,0.41,0.03,198,-118.79476,34.69939,0.393495935,0.660162602,0.790243902,0.377235772,0.595121951,0.699186992,0.778861789,0.539837398,0.536585366,0.375609756,0.941463415,0.63902439,0.482926829,0.43902439,0.385365854,0.978861789
404R4S009,20364683,2015,4/30/2015,likely constrained,Ventura,Santa Monica Bay,Los Angeles,0.999984544,2.22E-16,0.999984544,Impacted for CSCI and ASCI,Stressed by chemistry degradation,Impacted and stressed,0.82,75,52.8,4484,0.58,0.76,2.02,1.14,58.3,65,1.03,51,75,0.34,0.18,155,-118.76169,34.17601,0.655284553,0.302439024,0.299186992,0.980487805,0.326829268,0.255284553,0.759349593,1,0.274796748,0.317073171,0.726829268,0.720325203,0.780487805,0.4,0.791869919,0.855284553
403R4S193,17574677,2015,4/29/2015,possibly constrained,Ventura,Santa Clara,Los Angeles,0.920255947,2.22E-16,0.920255947,Impacted for CSCI and ASCI,Stressed by chemistry degradation,Impacted and stressed,0.55,80.6,77.8,1509,0.65,0.62,1.84,1.91,75,80,1.18,34,87.5,0.3,0.04,156,-118.78927,34.41722,0.260162602,0.383739837,0.790243902,0.660162602,0.723577236,0.349593496,0.518699187,0.951219512,0.93495935,0.647154472,0.983739837,0.512195122,0.86504065,0.372357724,0.458536585,0.863414634
SMC03944,20365885,2015,4/29/2015,likely constrained,Los Angeles,Santa Monica Bay,Los Angeles,0.999996975,0.999744469,0.999999999,Impacted for CSCI and ASCI,Stressed by chemistry and habitat degradation,Impacted and stressed,0.61,30.2,33.3,4965,0.48,0.17,0,0,33.3,30,0.06,0,25,1.92,0.16,0,-118.75224,34.14255,0.346341463,0.058536585,0.164227642,0.983739837,0.037398374,0.144715447,0.130081301,0.045528455,0.069918699,0.089430894,0.014634146,0.040650407,0.144715447,0.72195122,0.762601626,0.040650407
403R4S117,17572289,2015,4/28/2015,possibly unconstrained,Los Angeles,Santa Clara,Los Angeles,0.989093457,2.22E-16,0.989093457,Impacted for ASCI,Stressed by chemistry degradation,Impacted and stressed,0.82,82.9,75,1413,0.79,0.64,1.14,0.83,75,71,0.6,75,50,0.32,0.45,84,-118.45116,34.58739,0.655284553,0.396747967,0.754471545,0.629268293,0.473170732,0.544715447,0.551219512,0.273170732,0.170731707,0.647154472,0.18699187,0.889430894,0.37398374,0.385365854,0.907317073,0.408130081
403R4S137,17574407,2015,4/28/2015,likely constrained,Los Angeles,Santa Clara,Los Angeles,0.996636485,0.999425124,0.999998066,Impacted for CSCI and ASCI,Stressed by chemistry and habitat degradation,Impacted and stressed,0.51,30.2,25,986,0.39,0.47,0,0,41.7,30,0.11,0,25,4.22,1.57,0,-118.4892,34.44605,0.203252033,0.058536585,0.108943089,0.437398374,0.037398374,0.063414634,0.312195122,0.045528455,0.069918699,0.113821138,0.029268293,0.040650407,0.144715447,0.847154472,0.96097561,0.040650407
403R4S211,17569947,2015,4/28/2015,possibly unconstrained,Los Angeles,Santa Clara,Los Angeles,0.958849536,2.22E-16,0.958849536,Impacted for ASCI,Stressed by chemistry degradation,Impacted and stressed,0.6,90.3,41.7,1516,0.87,1,1.57,1.36,83.3,66,0.76,60,50,0.24,0.1,57,-118.46287,34.57232,0.331707317,0.559349593,0.198373984,0.661788618,0.354471545,0.653658537,1,0.699186992,0.372357724,0.821138211,0.276422764,0.804878049,0.37398374,0.310569106,0.653658537,0.282926829
906M23318,20331462,2015,4/28/2015,likely constrained,San Diego,Mission Bay and San Diego River,San Diego,0.999999893,2.22E-16,0.999999893,Impacted for CSCI and ASCI,Stressed by chemistry degradation,Impacted and stressed,0.68,43.1,69.4,6880,0.41,0.59,1.36,1.65,58.3,58,1.14,8,62.5,0.32,0.07,190,-117.23035,32.8249,0.443902439,0.089430894,0.650406504,0.993495935,0.222764228,0.07804878,0.468292683,0.443902439,0.647154472,0.317073171,0.941463415,0.146341463,0.482926829,0.385365854,0.567479675,0.962601626
405M10596,22525159,2015,4/27/2015,NA,Los Angeles,San Gabriel,Los Angeles,0.96828671,0.999744469,0.999991896,Impacted for CSCI,Stressed by chemistry and habitat degradation,Impacted and stressed,0.9,30.2,27.8,1139,0.31,0.17,0,0,33.3,29,0.07,0,25,2.22,0.16,0,-118.12821,33.81024,0.756097561,0.058536585,0.115447154,0.505691057,0.030894309,0.02601626,0.130081301,0.045528455,0.069918699,0.089430894,0.016260163,0.040650407,0.144715447,0.752845528,0.762601626,0.040650407
911M24916,20325725,2015,4/23/2015,possibly constrained,San Diego,Southern San Diego,San Diego,1,2.22E-16,1,Impacted for CSCI and ASCI,Stressed by chemistry degradation,Impacted and stressed,0.59,62.5,52.8,10344,0.55,0,1.38,1.73,50,54,0.92,24,50,3,0.03,143,-116.99128,32.54938,0.310569106,0.16097561,0.299186992,1,0.195121951,0.211382114,0.084552846,0.463414634,0.73495935,0.206504065,0.508943089,0.375609756,0.37398374,0.804878049,0.385365854,0.809756098
SGUT501,22522827,2015,4/22/2015,possibly unconstrained,Los Angeles,San Gabriel,Los Angeles,0.207214174,2.22E-16,0.207214174,Healthy,Low stress,Healthy and unstressed,0.88,93.3,69.4,379.5,1.26,0.67,1.37,1.66,83.3,80,1.02,47,75,0.06,0.02,150,-117.88449,34.24092,0.730081301,0.769105691,0.650406504,0.175609756,0.723577236,0.995121951,0.598373984,0.450406504,0.660162602,0.821138211,0.710569106,0.663414634,0.780487805,0.125203252,0.302439024,0.832520325
802WE0658,22535146,2015,4/21/2015,possibly unconstrained,Riverside,San Jacinto,Santa Ana,0.231583889,2.22E-16,0.231583889,Healthy,Low stress,Healthy and unstressed,1.01,93.3,77.8,104.7,0.96,0.65,1.06,1.79,91.7,88,0.89,52,87.5,0.12,0.05,103,-116.74831,33.79824,0.860162602,0.769105691,0.790243902,0.022764228,0.930081301,0.788617886,0.564227642,0.235772358,0.803252033,0.887804878,0.442276423,0.73495935,0.86504065,0.18699187,0.512195122,0.526829268
802S09698,22536092,2015,4/21/2015,possibly unconstrained,Riverside,San Jacinto,Santa Ana,0.35970447,2.22E-16,0.35970447,Healthy,Low stress,Healthy and unstressed,0.91,80.6,58.3,197,0.87,0.63,1.29,1.45,83.3,74,0.83,50,75,0.7,0.04,93,-116.70739,33.7459,0.757723577,0.383739837,0.422764228,0.061788618,0.559349593,0.653658537,0.536585366,0.372357724,0.43902439,0.821138211,0.351219512,0.708943089,0.780487805,0.56097561,0.458536585,0.453658537
801WE1132,22559698,2015,4/20/2015,likely unconstrained,San Bernardino,Upper Santa Ana,Santa Ana,0.165396633,2.22E-16,0.165396633,Healthy,Low stress,Healthy and unstressed,0.88,100,80.6,65.2,1.13,0.4,1.54,2.01,91.7,90,0.93,37,87.5,0.05,0.04,79,-116.84289,34.13332,0.730081301,1,0.856910569,0.014634146,0.959349593,0.94796748,0.245528455,0.661788618,0.991869919,0.887804878,0.52195122,0.549593496,0.86504065,0.112195122,0.458536585,0.372357724
